item,ave_score,ave_discounted_score
3744,2.9112354619886327,2.9074354619886322
3793,3.732149156668468,3.705549156668471
3809,3.3378247817243967,3.3308247817243988
4006,3.4923383530667365,3.4909383530667357
5060,3.9319215777172793,3.922721577717283
318,4.0237909675553745,3.9603909675553726
1704,4.099061098154139,4.0708610981541336
6874,3.961523750006484,3.935323750006489
8798,3.77409605755703,3.7652960575570367
46970,3.3270765121436354,3.321476512143636
48516,4.256368351667194,4.234968351667189
58559,4.2384012369228135,4.208601236922818
60756,3.612917299269362,3.607317299269366
68157,4.135224671137454,4.117624671137452
71535,3.8850289608836,3.874428960883595
74458,4.035529288386383,4.022129288386384
77455,3.9311459773484287,3.928545977348428
79132,4.077217493238682,4.048617493238674
80489,3.9090154422301104,3.9046154422301043
80906,4.116528436932482,4.114128436932488
86345,3.8866643240011265,3.8848643240011267
89774,3.7063726047774828,3.704172604777485
91529,4.011110772052434,3.9959107720524347
91658,3.5349520468105586,3.526552046810555
99114,3.958850112713111,3.9446501127131177
106782,3.9299643199783896,3.919164319978388
109487,3.9919261030671636,3.9773261030671643
112552,4.0126182116526685,4.005018211652668
114060,3.290187953039448,3.28958795303945
115713,3.9093096021720144,3.9037096021720155
122882,3.8166166298699977,3.8072166298700014
131724,3.799423500933622,3.7992235009336315
31,3.2888904307599,3.281290430759895
647,3.4010557943476356,3.395255794347634
688,2.79716022232962,2.795360222329619
720,4.015261096179747,4.009861096179745
849,3.0485104477647975,3.039710447764799
914,4.012846923327596,4.005846923327594
1093,3.468442410560725,3.461042410560723
1124,3.6501624469817218,3.647562446981721
1263,3.810212646833825,3.8016126468338265
1272,4.084323419316059,4.077723419316063
1302,3.5626007302458085,3.5514007302458035
1371,3.13296413591668,3.123964135916682
2080,3.450773906413302,3.4397739064133073
2288,3.916489929584355,3.9074899295843544
2424,3.2251107638847656,3.2151107638847676
2851,3.4611120765629093,3.460312076562904
3024,3.0370143569503836,3.035614356950378
3210,3.508370344287147,3.4999703442871475
3949,3.939888992753309,3.9206889927533046
4518,3.670176583328048,3.6693765833280527
5048,2.9259374845962562,2.924737484596253
5181,3.8324286493622264,3.8320286493622246
5746,3.800942665891176,3.800742665891177
5764,3.716086576978315,3.71588657697832
5919,3.837950605708733,3.837550605708739
6238,3.1206558859460722,3.1188558859460693
6835,3.8009438958165433,3.800743895816539
7899,3.7160881644137813,3.7158881644137822
7991,3.6225574280459436,3.621957428045945
26409,3.3537541148758354,3.353354114875838
70946,3.567976130700642,3.567376130700636
72378,2.851793828263633,2.8475938282636384
21,3.543507677296914,3.52570767729691
32,3.982999136389064,3.9475991363890666
45,3.392256170657455,3.3858561706574584
52,3.511847527501871,3.5062475275018694
58,4.017495624977187,4.010095624977207
106,3.6283805390464363,3.628180539046432
125,3.587370008741116,3.5849700087411183
126,2.6523550806548553,2.650955080654852
162,4.085233944779589,4.081833944779603
171,3.731042725520094,3.729842725520095
176,4.120520272236149,4.117920272236152
190,3.1728490421889055,3.171849042188905
215,3.982940051794685,3.9781400517946786
222,3.7414236367891314,3.738223636789133
232,3.8387737618895863,3.8359737618895893
247,3.8791578066817713,3.8749578066817754
265,3.9404241534031086,3.9338241534031066
319,3.6272749789352967,3.623274978935297
342,3.3651176913282708,3.3585176913282684
345,3.614795531857793,3.6075955318577955
348,3.584720935190418,3.5787209351904203
351,3.300199202060836,3.2967992020608303
357,3.5639677327869346,3.5433677327869333
368,3.5524250171965286,3.5376250171965307
417,3.6751038409417323,3.6725038409417348
450,3.253935034271624,3.2525350342716304
475,4.200464455469678,4.195464455469689
492,3.7458575928096476,3.743057592809652
509,3.5785369677414205,3.5663369677414223
538,3.6071046630670516,3.604704663067044
539,3.53639068266067,3.515190682660665
588,3.7925948787845876,3.755994878784588
595,3.7859075941998594,3.756707594199853
599,3.739338007816762,3.7371380078167626
708,3.437960293692882,3.4263602936928774
759,3.5405837417958836,3.54018374179588
800,4.064290731361641,4.060490731361644
892,3.579320347775578,3.576720347775586
898,4.236258545368499,4.230458545368509
899,4.075176105720875,4.065776105720878
902,3.8433660822263147,3.8361660822263155
904,4.2614734141841595,4.244673414184173
908,4.1837994455630145,4.172399445563021
910,3.9984108115802712,3.988410811580265
912,4.249889831345677,4.229889831345676
920,3.6682519621228895,3.65925196212289
930,4.147732511591855,4.143732511591863
937,3.5400988415839403,3.539698841583947
1046,4.003922713732924,4.003122713732919
1057,3.516752899783389,3.5137528997833916
1077,3.75769149086226,3.752091490862265
1079,3.9166532061877484,3.9024532061877455
1084,4.050466520591293,4.043466520591293
1086,4.034757174748529,4.029757174748516
1094,3.478918862512682,3.4705188625126846
1103,3.977519163752961,3.9745191637529564
1179,3.660833355388297,3.6554333553882965
1183,3.71268748385866,3.7036874838586615
1188,3.6935604510891267,3.6891604510891263
1199,4.156363866705107,4.14456386670511
1203,4.121204476175872,4.109804476175861
1211,3.7965311870634113,3.793931187063408
1225,4.17447733041367,4.159277330413669
1250,4.096455873505708,4.08745587350571
1259,4.022607502377964,4.004407502377966
1266,4.07495918422251,4.065959184222515
1279,3.913276777972456,3.9116767779724557
1283,4.106078077087348,4.10227807708736
1288,4.000448920659217,3.9872489206592205
1304,3.930842677372508,3.91844267737251
1391,3.159445709822069,3.1422457098220735
1449,3.86148876969732,3.8566887696973167
1466,3.770331873438406,3.75993187343841
1597,3.0483629753076853,3.039762975307678
1641,3.785451256850166,3.774251256850167
1719,4.127385046405443,4.124185046405445
1733,3.9996082493642016,3.9988082493641985
1734,3.9131145505152896,3.911314550515289
1834,3.897116441086972,3.894916441086973
1860,3.156423586454245,3.1556235864542463
1883,3.3570925932333413,3.35229259323334
1885,3.292353025822307,3.2899530258223115
1892,3.386673388515311,3.3834733885153137
1895,3.4355605330028816,3.4325605330028854
1907,3.600375951627136,3.5913759516271364
1914,3.488668714608501,3.4868687146085033
1916,3.472265710369439,3.469865710369436
1923,3.704385587488365,3.6833855874883685
1947,3.644654548337651,3.637854548337655
1966,3.625143334585296,3.6235433345852956
1968,3.8093019792724627,3.7867019792724617
2019,4.148212775347524,4.138612775347524
2076,3.938202453599291,3.9290024535992885
2109,3.4131140697397373,3.4077140697397375
2145,3.3256019286530143,3.3190019286530132
2150,3.8949884009215388,3.8893884009215296
2186,3.931623462782196,3.9266234627821914
2203,3.9199865613097313,3.918586561309738
2204,3.7219554552405425,3.7211554552405404
2282,3.500426803662593,3.4992268036625975
2324,4.153058210327021,4.135458210327029
2336,3.674943611135242,3.6703436111352374
2351,3.991370590146601,3.9899705901466054
2359,3.7037222161540844,3.6985222161540814
2390,3.8004982171374473,3.7990982171374457
2467,3.7370737086481203,3.733473708648121
2583,3.807878181648424,3.8054781816484318
2599,3.6924862784133334,3.6812862784133316
2683,3.239174104732058,3.2149741047320557
2712,3.5180579460486436,3.507457946048644
2762,3.902346337291593,3.866546337291589
2763,3.700619912108869,3.691019912108874
2770,3.0772032031772656,3.0696032031772735
2791,3.888109692160975,3.870709692160974
2843,3.8415536454509516,3.839753645450951
2874,3.6096158837564736,3.609015883756469
2921,4.010382350654217,4.008182350654214
2926,3.408214201389841,3.406014201389844
2973,3.852056026981365,3.8484560269813666
3044,3.745561051093493,3.7429610510934954
3060,3.820509040765279,3.817509040765274
3079,3.3269875676561496,3.3257875676561444
3083,4.079250024673143,4.075450024673151
3160,3.720539988056032,3.710139988056035
3175,3.600889466043102,3.5858894660431093
3204,3.6701276510773444,3.6685276510773455
3255,3.511520615307406,3.5025206153074055
3317,3.6563345941831566,3.6519345941831625
3358,3.7625488529066238,3.760548852906624
3365,3.873594730074208,3.8721947300742108
3408,3.59053110799807,3.576531107998067
3481,3.691146844217587,3.676146844217587
3508,4.123455348042537,4.119855348042545
3538,3.3945544298949324,3.3935544298949316
3591,2.9792853730307214,2.976285373030723
3788,3.636837175793354,3.6356371757933554
3851,3.798108887229291,3.797908887229292
3897,3.8781446802468142,3.861544680246819
3911,3.706548348074414,3.695948348074414
3967,3.8581706697392613,3.8507706697392603
3996,3.8421898163507873,3.8201898163507892
4002,3.840425430386609,3.835025430386609
4014,3.5600013525927636,3.550601352592768
4020,3.1365097448664914,3.1339097448664908
4021,3.930625273266018,3.9296252732660215
4027,3.817243760500934,3.7984437605009345
4029,3.797142161090701,3.7947421610907126
4033,3.8531580342649794,3.850558034264976
4034,3.921924880737513,3.907924880737519
4074,3.4586652158884283,3.4584652158884324
4121,3.280485678986347,3.2780856789863444
4144,4.082106153132486,4.079306153132498
4166,3.2692734813062083,3.2688734813062124
4226,4.109100452297716,4.07730045229771
4239,3.8337955820064193,3.823595582006416
4246,3.6522292954673725,3.639229295467373
4252,3.4719411574586188,3.4715411574586246
4260,3.288943273658171,3.28874327365817
4273,3.82387030278526,3.823470302785255
4308,3.628469916350953,3.6174699163509527
4347,3.6670921261877867,3.666492126187792
4381,3.4815297289569442,3.4807297289569448
4641,3.5248808524488067,3.518080852448808
4741,3.686244198195114,3.684844198195118
4765,3.85367628894886,3.853076288948858
4881,3.7228785177782506,3.719478517778252
4896,3.799858690281683,3.7784586902816857
4902,3.4038267347522506,3.40182673475225
4967,4.052804312766616,4.050204312766613
34,3.6699024683838655,3.6443024683838585
36,3.863146841620917,3.849746841620919
39,3.3545323937025073,3.333732393702506
150,3.847851107884602,3.807651107884601
153,2.998336702607998,2.970936702608003
253,3.4946193281944393,3.4728193281944386
261,3.888896760330109,3.8804967603301135
266,3.4491997608537925,3.4355997608537945
290,3.9123051317035413,3.9095051317035443
300,3.543443869738535,3.5272438697385353
344,3.0749663130256195,3.0427663130256155
364,3.960854837075274,3.9264548370752737
380,3.5241730153016917,3.488573015301689
410,3.161699993931691,3.14489999393169
474,3.7308047928878683,3.7168047928878765
515,3.6180657026435665,3.613265702643578
531,3.3308027734953893,3.3260027734953908
534,3.6106836993460116,3.607883699346016
589,3.9113372425342186,3.866537242534214
594,3.6395163931248566,3.624116393124856
597,3.5371790526227183,3.510179052622715
2,3.4885479060914504,3.4665479060914532
4,2.8897554341296128,2.8883554341296094
5,3.170299322103545,3.1604993221035467
7,3.2635383461215057,3.2527383461215087
8,3.196488539706583,3.1948885397065836
10,3.545068463351807,3.5186684633518066
11,3.716055493102034,3.7020554931020366
13,3.3129193259417566,3.311319325941757
15,3.2095139714330174,3.2069139714330137
16,3.9518924357480962,3.9354924357480994
17,3.8040315606647,3.7906315606647025
19,2.800334617137034,2.7827346171370304
22,3.314287933411124,3.3070879334111245
24,3.2431834501071197,3.2375834501071186
25,3.658429399546387,3.6432293995463847
26,3.5506389698795,3.548038969879501
27,3.4816461488241797,3.4798461488241808
41,3.6867754386561495,3.683775438656154
43,3.3575796595675853,3.355979659567589
46,3.2442699381757656,3.241269938175766
54,3.1553285524869974,3.1547285524869944
60,3.341063675915101,3.334263675915105
61,3.694255116932026,3.6930551169320216
62,3.7620225610288007,3.746022561028803
65,2.7282812907499085,2.7220812907499097
66,2.9058780205159165,2.90407802051592
76,3.4868830290366724,3.4838830290366762
79,3.007613631577914,3.004213631577912
86,3.922865544967764,3.9198655449677666
87,2.9848532562673635,2.9834532562673632
88,3.3017115124725347,3.2985115124725337
89,3.3972254422074784,3.395225442207478
92,3.02140551069875,3.019805510698748
93,3.1424788125437213,3.1406788125437184
95,3.129232492604756,3.1124324926047566
100,3.037755087114087,3.0349550871140853
102,3.0058678731990747,3.0048678731990766
104,3.494584285220802,3.474784285220796
105,3.366332986517214,3.361732986517213
112,3.5887466734282474,3.5795466734282453
113,3.4657112067145173,3.465111206714511
135,3.094419034709978,3.0882190347099825
140,3.5524836547478973,3.549283654747897
141,3.5337031897057116,3.5165031897057166
145,3.32552300960887,3.3153230096088686
146,3.4842715188697917,3.483671518869793
158,2.91984994019125,2.907449940191248
159,3.128924143426043,3.126124143426044
160,3.006342096098713,2.9949420960987165
161,3.6900275760078465,3.6694275760078527
165,3.59385422801858,3.565054228018579
168,3.2007337732891754,3.1899337732891775
170,3.323249882385382,3.3162498823853834
174,3.0446105999774247,3.0426105999774244
177,3.0926412046035954,3.091041204603601
179,2.9828582494087454,2.982458249408743
180,3.428569460640595,3.4213694606405975
181,2.581683900816943,2.578283900816945
185,3.134359238814939,3.111959238814939
186,2.9570521414871758,2.94745214148718
189,3.4540056875694503,3.4538056875694467
191,2.977857876885914,2.9766578768859078
195,3.3175741709866253,3.315574170986629
196,2.818749561313122,2.809749561313122
201,3.4540057246269766,3.4538057246269784
204,2.889321418712132,2.883321418712135
205,3.335384372198445,3.3335843721984473
207,3.512685460718724,3.5084854607187177
208,2.999084093792447,2.9760840937924478
209,3.408480248811314,3.4078802488113182
210,3.335207256003218,3.334407256003221
212,3.3733681850698565,3.372768185069862
217,2.9198547710422216,2.9186547710422173
218,3.5067361536398045,3.5039361536398084
219,3.4540058841875636,3.4538058841875623
224,3.6384370871500367,3.6304370871500398
225,3.608141177528477,3.5977411775284716
230,3.4632372713781137,3.4584372713781115
234,2.8596298749892246,2.856229874989229
236,3.547572677009875,3.538572677009877
237,3.4383062372137574,3.4339062372137534
239,3.156563729781444,3.153163729781446
240,3.0638172722013133,3.0630172722013125
243,3.454005897130662,3.4538058971306627
248,3.2990784710983894,3.2956784710983897
250,3.024200735854106,3.02300073585411
251,3.357313285856928,3.356713285856928
252,3.528709366319948,3.5201093663199408
254,3.454005943557893,3.4538059435578967
256,2.986203078003141,2.9792030780031453
257,3.568679496263228,3.565879496263238
258,2.9439707329134284,2.941970732913432
262,3.8789078123114993,3.8747078123115024
267,3.1355531668642858,3.132153166864287
270,3.519137357293868,3.5181373572938677
271,3.5576693710227087,3.556869371022705
273,3.08112098065352,3.075520980653528
274,3.244927546388865,3.2435275463888673
276,3.3587240635290794,3.3543240635290754
277,3.315325505645805,3.3077255056458035
279,3.393502936039207,3.3931029360392087
281,3.743827408632967,3.741027408632967
282,3.4288495563743755,3.4208495563743746
288,3.293813441109491,3.2754134411094866
289,3.584171985538757,3.5825719855387597
291,3.130842064385215,3.130242064385213
292,3.4796693661462355,3.4594693661462355
293,4.017101058976655,3.990501058976651
302,3.3997622195746704,3.398762219574672
303,3.0779395682757276,3.0715395682757296
304,3.6134332035585155,3.6128332035585125
310,3.454008237929965,3.45380823792996
312,2.2302069513431415,2.22840695134314
313,3.4846588687357793,3.4840588687357767
314,3.7534807643765764,3.7502807643765745
315,3.1902879745692303,3.182687974569224
317,3.281272607195179,3.265072607195179
327,2.960185675721033,2.9533856757210364
329,3.4425290911037383,3.420929091103742
330,3.2686859885713972,3.267485988571404
332,3.0879851173166055,3.0855851173166062
336,3.4540083474623375,3.4538083474623424
337,3.7807256456293663,3.7653256456293644
339,3.536516749932693,3.5169167499326877
340,3.5116027015649416,3.510602701564939
343,3.253544662973495,3.2525446629734946
347,3.5350454334145853,3.533845433414586
350,3.4693779636346997,3.457977963634698
352,3.2836805645155276,3.2832805645155303
353,3.633597233285099,3.6207972332851
354,3.4535759671325024,3.452375967132503
355,2.5527099599588596,2.5443099599588637
358,3.0068188050950586,3.0050188050950615
359,3.4540082796777294,3.453808279677732
360,3.045256058399324,3.043656058399325
361,3.2053845315421277,3.2019845315421347
366,3.1766713931627746,3.1742713931627744
370,3.158317892294744,3.1467178922947494
371,3.405813121234327,3.401613121234322
374,2.479933251056379,2.474933251056379
377,3.5648414813630627,3.530641481363062
378,3.1232816250857924,3.1218816250857984
381,3.7703361361380487,3.768136136138047
382,3.3171687931871845,3.3139687931871795
383,3.237084596529311,3.2328845965293116
405,2.790952097956373,2.7885520979563716
412,3.5634295714646194,3.560429571464617
415,2.8287662325523506,2.8255662325523523
416,2.9289785123734737,2.9273785123734726
419,2.893431829341934,2.889431829341937
426,3.3283681233831883,3.326968123383179
432,2.788906792127878,2.777906792127874
434,3.123895920121043,3.103695920121041
435,2.5571832977029993,2.544583297702996
437,2.6717244859418954,2.6699244859418956
440,3.5960450598747715,3.5808450598747776
445,3.1969168881386807,3.19451688813868
454,3.5947553629087126,3.5745553629087086
455,2.5785574122558996,2.571157412255898
458,3.20351107766142,3.20251107766142
460,3.23955489189409,3.2389548918940894
466,2.964574640482006,2.952574640482005
468,3.326792228112995,3.322392228112993
469,3.5106641409254347,3.50966414092543
472,3.059990611436468,3.058790611436468
477,3.4594375261204737,3.4560375261204745
485,3.0259786481776314,3.0153786481776352
489,3.1186454535043873,3.116445453504387
490,3.191722190372813,3.189322190372811
491,3.3838378638740534,3.380437863874056
493,3.655881692088252,3.65348169208825
494,3.451479820801715,3.4432798208017084
497,3.8333203896244883,3.824720389624483
502,2.710725906511849,2.7077259065118464
505,2.788510183876314,2.787110183876316
508,3.6421885371209295,3.6289885371209367
510,3.4540084368329262,3.4538084368329267
516,3.211084832313525,3.2074848323135243
520,3.2154958215156544,3.201695821515655
524,3.531429813598579,3.5246298135985747
532,3.1646396456675676,3.1614396456675666
536,3.485987419460424,3.4853874194604226
537,3.329832925972669,3.32743292597267
540,2.92400721084417,2.9204072108441714
542,3.0423681722625724,3.0395681722625736
546,2.3177579243898885,2.3135579243898894
548,3.1637668437446207,3.162566843744624
569,3.102969139979579,3.101769139979586
575,2.9206861050935715,2.917486105093573
587,3.499516466404426,3.476516466404431
606,3.317693961585266,3.316893961585271
609,3.5757214419450913,3.572921441945089
616,3.457683339708545,3.448683339708547
628,3.6635573944789552,3.6565573944789596
631,3.308079716692556,3.3058797166925533
637,3.1708958321557645,3.164295832155766
640,3.0041819923662643,3.001981992366263
662,3.4630471119447326,3.4616471119447367
667,3.140591589026313,3.13899158902632
694,3.175883982919503,3.1736839829195014
697,3.15584811725692,3.1548481172569205
700,3.377150722988401,3.375750722988406
704,3.0373036423167994,3.035903642316799
709,3.2851061123142693,3.282906112314271
710,2.9718910100930156,2.9702910100930153
711,3.249374690190524,3.2473746901905254
719,2.984503844828726,2.9775038448287225
747,3.4785457489135783,3.477945748913583
762,2.606132550709521,2.5979325507095266
765,3.295554230000695,3.2917542300006932
775,3.4540077210232556,3.453807721023263
783,3.399564682564839,3.3901646825648344
795,3.536303435340595,3.535903435340595
799,3.4824406095529308,3.4778406095529335
801,3.2984117211116204,3.2962117211116255
802,3.4275618970838924,3.4183618970838943
818,3.3623087889665326,3.360308788966535
830,3.21688009895887,3.2126800989588746
835,3.6187660910005164,3.6181660910005173
837,3.33946214997034,3.332862149970337
838,3.918644444539409,3.91264444453941
839,3.078294392178163,3.075294392178162
842,2.903441672649388,2.9010416726493955
848,3.432054581224029,3.4306545812240246
852,3.246044062117557,3.2374440621175578
867,3.0703076467599595,3.0699076467599604
880,2.9176778585030587,2.9122778585030624
881,2.8591861012123947,2.858186101212398
888,3.062685390051284,3.0620853900512865
891,3.7158329380589272,3.714832938058927
979,3.454007178042824,3.453807178042824
981,3.3997405662112787,3.399340566211279
986,3.5824012259186637,3.5798012259186605
991,3.4092417469248826,3.407041746924875
996,2.830984269153175,2.8283842691531733
999,3.2262749855844364,3.223874985584438
